time,biomass,lactic acid,lactose
657.0,0.0503,35.0490,0.0209
658.0,0.0504,35.0375,0.0209
659.0,0.0504,35.0259,0.0209
660.0,0.0504,35.0144,0.0209
661.0,0.0504,35.0028,0.0209
662.0,0.0504,34.9913,0.0209
663.0,0.0504,34.9798,0.0209
664.0,0.0505,34.9683,0.0209
665.0,0.0505,34.9567,0.0209
666.0,0.0505,34.9452,0.0208
667.0,0.0505,34.9337,0.0208
668.0,0.0505,34.9222,0.0208
669.0,0.0505,34.9107,0.0208
670.0,0.0506,34.8993,0.0208
671.0,0.0506,34.8878,0.0208
672.0,0.0506,34.8763,0.0208
673.0,0.0506,34.8648,0.0208
674.0,0.0506,34.8534,0.0208
675.0,0.0506,34.8419,0.0208
676.0,0.0507,34.8305,0.0208
677.0,0.0507,34.8190,0.0208
678.0,0.0507,34.8076,0.0208
679.0,0.0507,34.7961,0.0208
680.0,0.0507,34.7847,0.0208
681.0,0.0507,34.7733,0.0208
682.0,0.0508,34.7619,0.0208
683.0,0.0508,34.7505,0.0207
684.0,0.0508,34.7391,0.0207
685.0,0.0508,34.7277,0.0207
686.0,0.0508,34.7163,0.0207
687.0,0.0508,34.7049,0.0207
688.0,0.0509,34.6935,0.0207
689.0,0.0509,34.6821,0.0207
690.0,0.0509,34.6707,0.0207
691.0,0.0509,34.6594,0.0207
692.0,0.0509,34.6480,0.0207
693.0,0.0509,34.6366,0.0207
694.0,0.0510,34.6253,0.0207
695.0,0.0510,34.6140,0.0207
696.0,0.0510,34.6026,0.0207
697.0,0.0510,34.5913,0.0207
698.0,0.0510,34.5799,0.0207
699.0,0.0510,34.5686,0.0206
700.0,0.0511,34.5573,0.0206
701.0,0.0511,34.5460,0.0206
702.0,0.0511,34.5347,0.0206
703.0,0.0511,34.5234,0.0206
704.0,0.0511,34.5121,0.0206
705.0,0.0511,34.5008,0.0206
706.0,0.0512,34.4895,0.0206
707.0,0.0512,34.4782,0.0206
708.0,0.0512,34.4670,0.0206
709.0,0.0512,34.4557,0.0206
710.0,0.0512,34.4444,0.0206
711.0,0.0512,34.4332,0.0206
712.0,0.0513,34.4219,0.0206
713.0,0.0513,34.4107,0.0206
714.0,0.0513,34.3995,0.0206
715.0,0.0513,34.3882,0.0205
716.0,0.0513,34.3770,0.0205
717.0,0.0513,34.3658,0.0205
718.0,0.0514,34.3546,0.0205
719.0,0.0514,34.3433,0.0205
720.0,0.0514,34.3321,0.0205
721.0,0.0514,34.3209,0.0205
722.0,0.0514,34.3097,0.0205
723.0,0.0514,34.2985,0.0205
724.0,0.0515,34.2874,0.0205
725.0,0.0515,34.2762,0.0205
726.0,0.0515,34.2650,0.0205
727.0,0.0515,34.2538,0.0205
728.0,0.0515,34.2427,0.0205
729.0,0.0515,34.2315,0.0205
730.0,0.0516,34.2204,0.0205
731.0,0.0516,34.2092,0.0204
