Time (s),Biomass (g/mL),Lactic Acid (g/mL),Lactose (g/mL)
4168.0,0.2815,13.4050,0.0000
4169.0,0.2815,13.4014,0.0000
4170.0,0.2816,13.3977,0.0000
4171.0,0.2817,13.3941,0.0000
4172.0,0.2818,13.3904,0.0000
4173.0,0.2819,13.3868,0.0000
4174.0,0.2819,13.3832,0.0000
4175.0,0.2820,13.3795,0.0000
4176.0,0.2821,13.3759,0.0000
4177.0,0.2822,13.3723,0.0000
4178.0,0.2822,13.3686,0.0000
4179.0,0.2823,13.3650,0.0000
4180.0,0.2824,13.3614,0.0000
4181.0,0.2825,13.3578,0.0000
4182.0,0.2826,13.3541,0.0000
4183.0,0.2826,13.3505,0.0000
4184.0,0.2827,13.3469,0.0000
4185.0,0.2828,13.3432,0.0000
4186.0,0.2829,13.3396,0.0000
4187.0,0.2830,13.3360,0.0000
4188.0,0.2830,13.3324,0.0000
4189.0,0.2831,13.3288,0.0000
4190.0,0.2832,13.3251,0.0000
4191.0,0.2833,13.3215,0.0000
4192.0,0.2833,13.3179,0.0000
4193.0,0.2834,13.3143,0.0000
4194.0,0.2835,13.3107,0.0000
4195.0,0.2836,13.3071,0.0000
4196.0,0.2837,13.3035,0.0000
4197.0,0.2837,13.2998,0.0000
4198.0,0.2838,13.2962,0.0000
4199.0,0.2839,13.2926,0.0000
4200.0,0.2840,13.2890,0.0000
4201.0,0.2841,13.2854,0.0000
4202.0,0.2841,13.2818,0.0000
4203.0,0.2842,13.2782,0.0000
4204.0,0.2843,13.2746,0.0000
4205.0,0.2844,13.2710,0.0000
4206.0,0.2845,13.2674,0.0000
4207.0,0.2845,13.2638,0.0000
4208.0,0.2846,13.2602,0.0000
4209.0,0.2847,13.2566,0.0000
4210.0,0.2848,13.2530,0.0000
4211.0,0.2848,13.2494,0.0000
4212.0,0.2849,13.2458,0.0000
4213.0,0.2850,13.2422,0.0000
4214.0,0.2851,13.2386,0.0000
4215.0,0.2852,13.2350,0.0000
4216.0,0.2852,13.2314,0.0000
4217.0,0.2853,13.2278,0.0000
4218.0,0.2854,13.2242,0.0000
4219.0,0.2855,13.2206,0.0000
4220.0,0.2856,13.2170,0.0000
4221.0,0.2856,13.2135,0.0000
4222.0,0.2857,13.2099,0.0000
4223.0,0.2858,13.2063,0.0000
4224.0,0.2859,13.2027,0.0000
4225.0,0.2860,13.1991,0.0000
4226.0,0.2860,13.1955,0.0000
4227.0,0.2861,13.1920,0.0000
4228.0,0.2862,13.1884,0.0000
4229.0,0.2863,13.1848,0.0000
4230.0,0.2864,13.1812,0.0000
4231.0,0.2864,13.1776,0.0000
4232.0,0.2865,13.1741,0.0000
4233.0,0.2866,13.1705,0.0000
4234.0,0.2867,13.1669,0.0000
4235.0,0.2868,13.1633,0.0000
4236.0,0.2868,13.1598,0.0000
4237.0,0.2869,13.1562,0.0000
4238.0,0.2870,13.1526,0.0000
4239.0,0.2871,13.1491,0.0000
4240.0,0.2871,13.1455,0.0000
4241.0,0.2872,13.1419,0.0000
4242.0,0.2873,13.1384,0.0000
4243.0,0.2874,13.1348,0.0000
4244.0,0.2875,13.1312,0.0000
4245.0,0.2875,13.1277,0.0000
4246.0,0.2876,13.1241,0.0000
4247.0,0.2877,13.1205,0.0000
4248.0,0.2878,13.1170,0.0000
4249.0,0.2879,13.1134,0.0000
4250.0,0.2879,13.1099,0.0000
4251.0,0.2880,13.1063,0.0000
4252.0,0.2881,13.1028,0.0000
4253.0,0.2882,13.0992,0.0000
4254.0,0.2883,13.0957,0.0000
4255.0,0.2883,13.0921,0.0000
4256.0,0.2884,13.0885,0.0000
4257.0,0.2885,13.0850,0.0000
4258.0,0.2886,13.0814,0.0000
4259.0,0.2887,13.0779,0.0000
4260.0,0.2887,13.0743,0.0000
4261.0,0.2888,13.0708,0.0000
4262.0,0.2889,13.0673,0.0000
4263.0,0.2890,13.0637,0.0000
4264.0,0.2891,13.0602,0.0000
4265.0,0.2892,13.0566,0.0000
4266.0,0.2892,13.0531,0.0000
4267.0,0.2893,13.0495,0.0000
4268.0,0.2894,13.0460,0.0000
4269.0,0.2895,13.0425,0.0000
4270.0,0.2896,13.0389,0.0000
4271.0,0.2896,13.0354,0.0000
4272.0,0.2897,13.0319,0.0000
4273.0,0.2898,13.0283,0.0000
4274.0,0.2899,13.0248,0.0000
4275.0,0.2900,13.0213,0.0000
4276.0,0.2900,13.0177,0.0000
4277.0,0.2901,13.0142,0.0000
4278.0,0.2902,13.0107,0.0000
4279.0,0.2903,13.0071,0.0000
4280.0,0.2904,13.0036,0.0000
4281.0,0.2904,13.0001,0.0000
4282.0,0.2905,12.9966,0.0000
4283.0,0.2906,12.9930,0.0000
4284.0,0.2907,12.9895,0.0000
4285.0,0.2908,12.9860,0.0000
4286.0,0.2908,12.9825,0.0000
4287.0,0.2909,12.9789,0.0000
4288.0,0.2910,12.9754,0.0000
4289.0,0.2911,12.9719,0.0000
4290.0,0.2912,12.9684,0.0000
4291.0,0.2912,12.9649,0.0000
4292.0,0.2913,12.9614,0.0000
4293.0,0.2914,12.9578,0.0000
4294.0,0.2915,12.9543,0.0000
4295.0,0.2916,12.9508,0.0000
4296.0,0.2917,12.9473,0.0000
4297.0,0.2917,12.9438,0.0000
4298.0,0.2918,12.9403,0.0000
4299.0,0.2919,12.9368,0.0000
4300.0,0.2920,12.9333,0.0000
4301.0,0.2921,12.9298,0.0000
4302.0,0.2921,12.9263,0.0000
4303.0,0.2922,12.9227,0.0000
4304.0,0.2923,12.9192,0.0000
4305.0,0.2924,12.9157,0.0000
4306.0,0.2925,12.9122,0.0000
4307.0,0.2925,12.9087,0.0000
4308.0,0.2926,12.9052,0.0000
4309.0,0.2927,12.9017,0.0000
4310.0,0.2928,12.8982,0.0000
4311.0,0.2929,12.8947,0.0000
4312.0,0.2930,12.8913,0.0000
4313.0,0.2930,12.8878,0.0000
4314.0,0.2931,12.8843,0.0000
4315.0,0.2932,12.8808,0.0000
4316.0,0.2933,12.8773,0.0000
4317.0,0.2934,12.8738,0.0000
4318.0,0.2934,12.8703,0.0000
4319.0,0.2935,12.8668,0.0000
4320.0,0.2936,12.8633,0.0000
4321.0,0.2937,12.8598,0.0000
4322.0,0.2938,12.8564,0.0000
4323.0,0.2938,12.8529,0.0000
4324.0,0.2939,12.8494,0.0000
4325.0,0.2940,12.8459,0.0000
4326.0,0.2941,12.8424,0.0000
4327.0,0.2942,12.8389,0.0000
4328.0,0.2943,12.8355,0.0000
4329.0,0.2943,12.8320,0.0000
4330.0,0.2944,12.8285,0.0000
4331.0,0.2945,12.8250,0.0000
4332.0,0.2946,12.8215,0.0000
4333.0,0.2947,12.8181,0.0000
4334.0,0.2947,12.8146,0.0000
4335.0,0.2948,12.8111,0.0000
4336.0,0.2949,12.8077,0.0000
4337.0,0.2950,12.8042,0.0000
4338.0,0.2951,12.8007,0.0000
4339.0,0.2952,12.7972,0.0000
4340.0,0.2952,12.7938,0.0000
4341.0,0.2953,12.7903,0.0000
4342.0,0.2954,12.7868,0.0000
4343.0,0.2955,12.7834,0.0000
4344.0,0.2956,12.7799,0.0000
4345.0,0.2956,12.7765,0.0000
4346.0,0.2957,12.7730,0.0000
4347.0,0.2958,12.7695,0.0000
4348.0,0.2959,12.7661,0.0000
4349.0,0.2960,12.7626,0.0000
4350.0,0.2961,12.7592,0.0000
4351.0,0.2961,12.7557,0.0000
4352.0,0.2962,12.7522,0.0000
4353.0,0.2963,12.7488,0.0000
4354.0,0.2964,12.7453,0.0000
4355.0,0.2965,12.7419,0.0000
4356.0,0.2966,12.7384,0.0000
4357.0,0.2966,12.7350,0.0000
4358.0,0.2967,12.7315,0.0000
4359.0,0.2968,12.7281,0.0000
4360.0,0.2969,12.7246,0.0000
4361.0,0.2970,12.7212,0.0000
4362.0,0.2970,12.7177,0.0000
4363.0,0.2971,12.7143,0.0000
4364.0,0.2972,12.7108,0.0000
4365.0,0.2973,12.7074,0.0000
4366.0,0.2974,12.7040,0.0000
4367.0,0.2975,12.7005,0.0000
4368.0,0.2975,12.6971,0.0000
4369.0,0.2976,12.6936,0.0000
4370.0,0.2977,12.6902,0.0000
4371.0,0.2978,12.6868,0.0000
4372.0,0.2979,12.6833,0.0000
4373.0,0.2980,12.6799,0.0000
4374.0,0.2980,12.6765,0.0000
4375.0,0.2981,12.6730,0.0000
4376.0,0.2982,12.6696,0.0000
4377.0,0.2983,12.6662,0.0000
4378.0,0.2984,12.6627,0.0000
4379.0,0.2985,12.6593,0.0000
4380.0,0.2985,12.6559,0.0000
4381.0,0.2986,12.6524,0.0000
4382.0,0.2987,12.6490,0.0000
4383.0,0.2988,12.6456,0.0000
4384.0,0.2989,12.6422,0.0000
4385.0,0.2990,12.6387,0.0000
4386.0,0.2990,12.6353,0.0000
4387.0,0.2991,12.6319,0.0000
4388.0,0.2992,12.6285,0.0000
4389.0,0.2993,12.6251,0.0000
4390.0,0.2994,12.6216,0.0000
4391.0,0.2994,12.6182,0.0000
4392.0,0.2995,12.6148,0.0000
4393.0,0.2996,12.6114,0.0000
4394.0,0.2997,12.6080,0.0000
4395.0,0.2998,12.6046,0.0000
4396.0,0.2999,12.6011,0.0000
4397.0,0.2999,12.5977,0.0000
4398.0,0.3000,12.5943,0.0000
4399.0,0.3001,12.5909,0.0000
4400.0,0.3002,12.5875,0.0000
4401.0,0.3003,12.5841,0.0000
4402.0,0.3004,12.5807,0.0000
4403.0,0.3004,12.5773,0.0000
4404.0,0.3005,12.5739,0.0000
4405.0,0.3006,12.5705,0.0000
4406.0,0.3007,12.5671,0.0000
4407.0,0.3008,12.5637,0.0000
4408.0,0.3009,12.5603,0.0000
4409.0,0.3010,12.5569,0.0000
4410.0,0.3010,12.5535,0.0000
4411.0,0.3011,12.5501,0.0000
4412.0,0.3012,12.5467,0.0000
4413.0,0.3013,12.5433,0.0000
4414.0,0.3014,12.5399,0.0000
4415.0,0.3015,12.5365,0.0000
4416.0,0.3015,12.5331,0.0000
4417.0,0.3016,12.5297,0.0000
4418.0,0.3017,12.5263,0.0000
4419.0,0.3018,12.5229,0.0000
4420.0,0.3019,12.5195,0.0000
4421.0,0.3020,12.5161,0.0000
4422.0,0.3020,12.5128,0.0000
4423.0,0.3021,12.5094,0.0000
4424.0,0.3022,12.5060,0.0000
4425.0,0.3023,12.5026,0.0000
4426.0,0.3024,12.4992,0.0000
4427.0,0.3025,12.4958,0.0000
4428.0,0.3025,12.4924,0.0000
4429.0,0.3026,12.4891,0.0000
4430.0,0.3027,12.4857,0.0000
4431.0,0.3028,12.4823,0.0000
4432.0,0.3029,12.4789,0.0000
4433.0,0.3030,12.4755,0.0000
4434.0,0.3030,12.4722,0.0000
4435.0,0.3031,12.4688,0.0000
4436.0,0.3032,12.4654,0.0000
4437.0,0.3033,12.4621,0.0000
4438.0,0.3034,12.4587,0.0000
4439.0,0.3035,12.4553,0.0000
4440.0,0.3036,12.4519,0.0000
4441.0,0.3036,12.4486,0.0000
4442.0,0.3037,12.4452,0.0000
4443.0,0.3038,12.4418,0.0000
4444.0,0.3039,12.4385,0.0000
4445.0,0.3040,12.4351,0.0000
4446.0,0.3041,12.4317,0.0000
4447.0,0.3041,12.4284,0.0000
4448.0,0.3042,12.4250,0.0000
4449.0,0.3043,12.4216,0.0000
4450.0,0.3044,12.4183,0.0000
4451.0,0.3045,12.4149,0.0000
4452.0,0.3046,12.4116,0.0000
4453.0,0.3047,12.4082,0.0000
4454.0,0.3047,12.4049,0.0000
4455.0,0.3048,12.4015,0.0000
4456.0,0.3049,12.3981,0.0000
4457.0,0.3050,12.3948,0.0000
4458.0,0.3051,12.3914,0.0000
4459.0,0.3052,12.3881,0.0000
4460.0,0.3052,12.3847,0.0000
4461.0,0.3053,12.3814,0.0000
4462.0,0.3054,12.3780,0.0000
4463.0,0.3055,12.3747,0.0000
4464.0,0.3056,12.3713,0.0000
4465.0,0.3057,12.3680,0.0000
4466.0,0.3058,12.3646,0.0000
4467.0,0.3058,12.3613,0.0000
4468.0,0.3059,12.3580,0.0000
4469.0,0.3060,12.3546,0.0000
4470.0,0.3061,12.3513,0.0000
4471.0,0.3062,12.3479,0.0000
4472.0,0.3063,12.3446,0.0000
4473.0,0.3063,12.3413,0.0000
4474.0,0.3064,12.3379,0.0000
4475.0,0.3065,12.3346,0.0000
4476.0,0.3066,12.3312,0.0000
4477.0,0.3067,12.3279,0.0000
4478.0,0.3068,12.3246,0.0000
4479.0,0.3069,12.3212,0.0000
4480.0,0.3069,12.3179,0.0000
4481.0,0.3070,12.3146,0.0000
4482.0,0.3071,12.3112,0.0000
4483.0,0.3072,12.3079,0.0000
4484.0,0.3073,12.3046,0.0000
4485.0,0.3074,12.3013,0.0000
4486.0,0.3075,12.2979,0.0000
4487.0,0.3075,12.2946,0.0000
4488.0,0.3076,12.2913,0.0000
4489.0,0.3077,12.2880,0.0000
4490.0,0.3078,12.2846,0.0000
4491.0,0.3079,12.2813,0.0000
4492.0,0.3080,12.2780,0.0000
4493.0,0.3081,12.2747,0.0000
4494.0,0.3081,12.2714,0.0000
4495.0,0.3082,12.2680,0.0000
4496.0,0.3083,12.2647,0.0000
4497.0,0.3084,12.2614,0.0000
4498.0,0.3085,12.2581,0.0000
4499.0,0.3086,12.2548,0.0000
4500.0,0.3087,12.2515,0.0000
4501.0,0.3087,12.2482,0.0000
4502.0,0.3088,12.2448,0.0000
4503.0,0.3089,12.2415,0.0000
4504.0,0.3090,12.2382,0.0000
4505.0,0.3091,12.2349,0.0000
4506.0,0.3092,12.2316,0.0000
4507.0,0.3093,12.2283,0.0000
4508.0,0.3093,12.2250,0.0000
4509.0,0.3094,12.2217,0.0000
4510.0,0.3095,12.2184,0.0000
4511.0,0.3096,12.2151,0.0000
4512.0,0.3097,12.2118,0.0000
4513.0,0.3098,12.2085,0.0000
4514.0,0.3099,12.2052,0.0000
4515.0,0.3099,12.2019,0.0000
4516.0,0.3100,12.1986,0.0000
4517.0,0.3101,12.1953,0.0000
4518.0,0.3102,12.1920,0.0000
4519.0,0.3103,12.1887,0.0000
4520.0,0.3104,12.1854,0.0000
4521.0,0.3105,12.1821,0.0000
4522.0,0.3105,12.1788,0.0000
4523.0,0.3106,12.1755,0.0000
4524.0,0.3107,12.1722,0.0000
4525.0,0.3108,12.1689,0.0000
4526.0,0.3109,12.1657,0.0000
4527.0,0.3110,12.1624,0.0000
4528.0,0.3111,12.1591,0.0000
4529.0,0.3111,12.1558,0.0000
4530.0,0.3112,12.1525,0.0000
4531.0,0.3113,12.1492,0.0000
4532.0,0.3114,12.1459,0.0000
4533.0,0.3115,12.1427,0.0000
4534.0,0.3116,12.1394,0.0000
4535.0,0.3117,12.1361,0.0000
4536.0,0.3118,12.1328,0.0000
4537.0,0.3118,12.1295,0.0000
4538.0,0.3119,12.1263,0.0000
4539.0,0.3120,12.1230,0.0000
4540.0,0.3121,12.1197,0.0000
4541.0,0.3122,12.1164,0.0000
4542.0,0.3123,12.1132,0.0000
4543.0,0.3124,12.1099,0.0000
4544.0,0.3124,12.1066,0.0000
4545.0,0.3125,12.1033,0.0000
4546.0,0.3126,12.1001,0.0000
4547.0,0.3127,12.0968,0.0000
4548.0,0.3128,12.0935,0.0000
4549.0,0.3129,12.0903,0.0000
4550.0,0.3130,12.0870,0.0000
4551.0,0.3131,12.0837,0.0000
4552.0,0.3131,12.0805,0.0000
4553.0,0.3132,12.0772,0.0000
4554.0,0.3133,12.0739,0.0000
4555.0,0.3134,12.0707,0.0000
4556.0,0.3135,12.0674,0.0000
4557.0,0.3136,12.0642,0.0000
4558.0,0.3137,12.0609,0.0000
4559.0,0.3138,12.0576,0.0000
4560.0,0.3138,12.0544,0.0000
4561.0,0.3139,12.0511,0.0000
4562.0,0.3140,12.0479,0.0000
4563.0,0.3141,12.0446,0.0000
4564.0,0.3142,12.0414,0.0000
4565.0,0.3143,12.0381,0.0000
4566.0,0.3144,12.0349,0.0000
4567.0,0.3145,12.0316,0.0000
4568.0,0.3145,12.0284,0.0000
4569.0,0.3146,12.0251,0.0000
4570.0,0.3147,12.0219,0.0000
4571.0,0.3148,12.0186,0.0000
4572.0,0.3149,12.0154,0.0000
4573.0,0.3150,12.0121,0.0000
4574.0,0.3151,12.0089,0.0000
4575.0,0.3152,12.0057,0.0000
4576.0,0.3152,12.0024,0.0000
4577.0,0.3153,11.9992,0.0000
4578.0,0.3154,11.9959,0.0000
4579.0,0.3155,11.9927,0.0000
4580.0,0.3156,11.9895,0.0000
4581.0,0.3157,11.9862,0.0000
4582.0,0.3158,11.9830,0.0000
4583.0,0.3159,11.9797,0.0000
4584.0,0.3159,11.9765,0.0000
4585.0,0.3160,11.9733,0.0000
4586.0,0.3161,11.9700,0.0000
4587.0,0.3162,11.9668,0.0000
4588.0,0.3163,11.9636,0.0000
4589.0,0.3164,11.9603,0.0000
4590.0,0.3165,11.9571,0.0000
4591.0,0.3166,11.9539,0.0000
4592.0,0.3166,11.9507,0.0000
4593.0,0.3167,11.9474,0.0000
4594.0,0.3168,11.9442,0.0000
4595.0,0.3169,11.9410,0.0000
4596.0,0.3170,11.9378,0.0000
4597.0,0.3171,11.9345,0.0000
4598.0,0.3172,11.9313,0.0000
4599.0,0.3173,11.9281,0.0000
4600.0,0.3173,11.9249,0.0000
4601.0,0.3174,11.9217,0.0000
4602.0,0.3175,11.9184,0.0000
4603.0,0.3176,11.9152,0.0000
4604.0,0.3177,11.9120,0.0000
4605.0,0.3178,11.9088,0.0000
4606.0,0.3179,11.9056,0.0000
4607.0,0.3180,11.9024,0.0000
4608.0,0.3181,11.8992,0.0000
4609.0,0.3181,11.8959,0.0000
4610.0,0.3182,11.8927,0.0000
4611.0,0.3183,11.8895,0.0000
4612.0,0.3184,11.8863,0.0000
4613.0,0.3185,11.8831,0.0000
4614.0,0.3186,11.8799,0.0000
4615.0,0.3187,11.8767,0.0000
4616.0,0.3188,11.8735,0.0000
4617.0,0.3188,11.8703,0.0000
4618.0,0.3189,11.8671,0.0000
4619.0,0.3190,11.8639,0.0000
4620.0,0.3191,11.8607,0.0000
4621.0,0.3192,11.8575,0.0000
4622.0,0.3193,11.8543,0.0000
4623.0,0.3194,11.8511,0.0000
4624.0,0.3195,11.8479,0.0000
4625.0,0.3196,11.8447,0.0000
4626.0,0.3196,11.8415,0.0000
4627.0,0.3197,11.8383,0.0000
4628.0,0.3198,11.8351,0.0000
4629.0,0.3199,11.8319,0.0000
4630.0,0.3200,11.8287,0.0000
4631.0,0.3201,11.8255,0.0000
4632.0,0.3202,11.8223,0.0000
4633.0,0.3203,11.8191,0.0000
4634.0,0.3204,11.8159,0.0000
4635.0,0.3204,11.8128,0.0000
4636.0,0.3205,11.8096,0.0000
4637.0,0.3206,11.8064,0.0000
4638.0,0.3207,11.8032,0.0000
4639.0,0.3208,11.8000,0.0000
4640.0,0.3209,11.7968,0.0000
4641.0,0.3210,11.7937,0.0000
4642.0,0.3211,11.7905,0.0000
4643.0,0.3212,11.7873,0.0000
4644.0,0.3212,11.7841,0.0000
4645.0,0.3213,11.7809,0.0000
4646.0,0.3214,11.7778,0.0000
4647.0,0.3215,11.7746,0.0000
4648.0,0.3216,11.7714,0.0000
4649.0,0.3217,11.7682,0.0000
4650.0,0.3218,11.7651,0.0000
4651.0,0.3219,11.7619,0.0000
4652.0,0.3220,11.7587,0.0000
4653.0,0.3221,11.7555,0.0000
4654.0,0.3221,11.7524,0.0000
4655.0,0.3222,11.7492,0.0000
4656.0,0.3223,11.7460,0.0000
4657.0,0.3224,11.7429,0.0000
4658.0,0.3225,11.7397,0.0000
4659.0,0.3226,11.7365,0.0000
4660.0,0.3227,11.7334,0.0000
4661.0,0.3228,11.7302,0.0000
4662.0,0.3229,11.7270,0.0000
4663.0,0.3229,11.7239,0.0000
4664.0,0.3230,11.7207,0.0000
4665.0,0.3231,11.7175,0.0000
4666.0,0.3232,11.7144,0.0000
4667.0,0.3233,11.7112,0.0000
4668.0,0.3234,11.7081,0.0000
4669.0,0.3235,11.7049,0.0000
4670.0,0.3236,11.7018,0.0000
4671.0,0.3237,11.6986,0.0000
4672.0,0.3238,11.6955,0.0000
4673.0,0.3238,11.6923,0.0000
4674.0,0.3239,11.6891,0.0000
4675.0,0.3240,11.6860,0.0000
4676.0,0.3241,11.6828,0.0000
4677.0,0.3242,11.6797,0.0000
4678.0,0.3243,11.6765,0.0000
4679.0,0.3244,11.6734,0.0000
4680.0,0.3245,11.6702,0.0000
4681.0,0.3246,11.6671,0.0000
4682.0,0.3247,11.6640,0.0000
4683.0,0.3247,11.6608,0.0000
4684.0,0.3248,11.6577,0.0000
4685.0,0.3249,11.6545,0.0000
4686.0,0.3250,11.6514,0.0000
4687.0,0.3251,11.6482,0.0000
4688.0,0.3252,11.6451,0.0000
4689.0,0.3253,11.6420,0.0000
4690.0,0.3254,11.6388,0.0000
4691.0,0.3255,11.6357,0.0000
4692.0,0.3256,11.6326,0.0000
4693.0,0.3257,11.6294,0.0000
4694.0,0.3257,11.6263,0.0000
4695.0,0.3258,11.6232,0.0000
4696.0,0.3259,11.6200,0.0000
4697.0,0.3260,11.6169,0.0000
4698.0,0.3261,11.6138,0.0000
4699.0,0.3262,11.6106,0.0000
4700.0,0.3263,11.6075,0.0000
4701.0,0.3264,11.6044,0.0000
4702.0,0.3265,11.6012,0.0000
4703.0,0.3266,11.5981,0.0000
4704.0,0.3266,11.5950,0.0000
4705.0,0.3267,11.5919,0.0000
4706.0,0.3268,11.5887,0.0000
4707.0,0.3269,11.5856,0.0000
4708.0,0.3270,11.5825,0.0000
4709.0,0.3271,11.5794,0.0000
4710.0,0.3272,11.5763,0.0000
4711.0,0.3273,11.5731,0.0000
4712.0,0.3274,11.5700,0.0000
4713.0,0.3275,11.5669,0.0000
4714.0,0.3276,11.5638,0.0000
4715.0,0.3276,11.5607,0.0000
4716.0,0.3277,11.5576,0.0000
4717.0,0.3278,11.5544,0.0000
4718.0,0.3279,11.5513,0.0000
4719.0,0.3280,11.5482,0.0000
4720.0,0.3281,11.5451,0.0000
4721.0,0.3282,11.5420,0.0000
4722.0,0.3283,11.5389,0.0000
4723.0,0.3284,11.5358,0.0000
4724.0,0.3285,11.5327,0.0000
4725.0,0.3286,11.5296,0.0000
4726.0,0.3286,11.5265,0.0000
4727.0,0.3287,11.5234,0.0000
4728.0,0.3288,11.5202,0.0000
4729.0,0.3289,11.5171,0.0000
4730.0,0.3290,11.5140,0.0000
4731.0,0.3291,11.5109,0.0000
4732.0,0.3292,11.5078,0.0000
4733.0,0.3293,11.5047,0.0000
4734.0,0.3294,11.5016,0.0000
4735.0,0.3295,11.4985,0.0000
4736.0,0.3296,11.4954,0.0000
4737.0,0.3297,11.4924,0.0000
4738.0,0.3297,11.4893,0.0000
4739.0,0.3298,11.4862,0.0000
4740.0,0.3299,11.4831,0.0000
4741.0,0.3300,11.4800,0.0000
4742.0,0.3301,11.4769,0.0000
4743.0,0.3302,11.4738,0.0000
4744.0,0.3303,11.4707,0.0000
4745.0,0.3304,11.4676,0.0000
4746.0,0.3305,11.4645,0.0000
4747.0,0.3306,11.4614,0.0000
4748.0,0.3307,11.4584,0.0000
4749.0,0.3308,11.4553,0.0000
4750.0,0.3308,11.4522,0.0000
4751.0,0.3309,11.4491,0.0000
4752.0,0.3310,11.4460,0.0000
4753.0,0.3311,11.4429,0.0000
4754.0,0.3312,11.4399,0.0000
4755.0,0.3313,11.4368,0.0000
4756.0,0.3314,11.4337,0.0000
4757.0,0.3315,11.4306,0.0000
4758.0,0.3316,11.4275,0.0000
4759.0,0.3317,11.4245,0.0000
4760.0,0.3318,11.4214,0.0000
4761.0,0.3319,11.4183,0.0000
4762.0,0.3320,11.4152,0.0000
4763.0,0.3320,11.4122,0.0000
4764.0,0.3321,11.4091,0.0000
4765.0,0.3322,11.4060,0.0000
4766.0,0.3323,11.4030,0.0000
4767.0,0.3324,11.3999,0.0000
4768.0,0.3325,11.3968,0.0000
4769.0,0.3326,11.3937,0.0000
4770.0,0.3327,11.3907,0.0000
4771.0,0.3328,11.3876,0.0000
4772.0,0.3329,11.3845,0.0000
4773.0,0.3330,11.3815,0.0000
4774.0,0.3331,11.3784,0.0000
4775.0,0.3332,11.3754,0.0000
4776.0,0.3332,11.3723,0.0000
4777.0,0.3333,11.3692,0.0000
4778.0,0.3334,11.3662,0.0000
4779.0,0.3335,11.3631,0.0000
4780.0,0.3336,11.3601,0.0000
4781.0,0.3337,11.3570,0.0000
4782.0,0.3338,11.3539,0.0000
4783.0,0.3339,11.3509,0.0000
4784.0,0.3340,11.3478,0.0000
4785.0,0.3341,11.3448,0.0000
4786.0,0.3342,11.3417,0.0000
4787.0,0.3343,11.3387,0.0000
4788.0,0.3344,11.3356,0.0000
4789.0,0.3345,11.3326,0.0000
4790.0,0.3345,11.3295,0.0000
4791.0,0.3346,11.3265,0.0000
4792.0,0.3347,11.3234,0.0000
4793.0,0.3348,11.3204,0.0000
4794.0,0.3349,11.3173,0.0000
4795.0,0.3350,11.3143,0.0000
4796.0,0.3351,11.3112,0.0000
4797.0,0.3352,11.3082,0.0000
4798.0,0.3353,11.3052,0.0000
4799.0,0.3354,11.3021,0.0000
4800.0,0.3355,11.2991,0.0000
4801.0,0.3356,11.2960,0.0000
4802.0,0.3357,11.2930,0.0000
4803.0,0.3358,11.2900,0.0000
4804.0,0.3358,11.2869,0.0000
4805.0,0.3359,11.2839,0.0000
4806.0,0.3360,11.2809,0.0000
4807.0,0.3361,11.2778,0.0000
4808.0,0.3362,11.2748,0.0000
4809.0,0.3363,11.2718,0.0000
4810.0,0.3364,11.2687,0.0000
4811.0,0.3365,11.2657,0.0000
4812.0,0.3366,11.2627,0.0000
4813.0,0.3367,11.2596,0.0000
4814.0,0.3368,11.2566,0.0000
4815.0,0.3369,11.2536,0.0000
4816.0,0.3370,11.2505,0.0000
4817.0,0.3371,11.2475,0.0000
4818.0,0.3372,11.2445,0.0000
4819.0,0.3372,11.2415,0.0000
4820.0,0.3373,11.2385,0.0000
4821.0,0.3374,11.2354,0.0000
4822.0,0.3375,11.2324,0.0000
4823.0,0.3376,11.2294,0.0000
4824.0,0.3377,11.2264,0.0000
4825.0,0.3378,11.2233,0.0000
4826.0,0.3379,11.2203,0.0000
4827.0,0.3380,11.2173,0.0000
4828.0,0.3381,11.2143,0.0000
4829.0,0.3382,11.2113,0.0000
4830.0,0.3383,11.2083,0.0000
4831.0,0.3384,11.2053,0.0000
4832.0,0.3385,11.2022,0.0000
4833.0,0.3386,11.1992,0.0000
4834.0,0.3387,11.1962,0.0000
4835.0,0.3388,11.1932,0.0000
4836.0,0.3388,11.1902,0.0000
4837.0,0.3389,11.1872,0.0000
4838.0,0.3390,11.1842,0.0000
4839.0,0.3391,11.1812,0.0000
4840.0,0.3392,11.1782,0.0000
4841.0,0.3393,11.1752,0.0000
4842.0,0.3394,11.1722,0.0000
4843.0,0.3395,11.1692,0.0000
4844.0,0.3396,11.1662,0.0000
4845.0,0.3397,11.1632,0.0000
4846.0,0.3398,11.1602,0.0000
4847.0,0.3399,11.1572,0.0000
4848.0,0.3400,11.1542,0.0000
4849.0,0.3401,11.1512,0.0000
4850.0,0.3402,11.1482,0.0000
4851.0,0.3403,11.1452,0.0000
4852.0,0.3404,11.1422,0.0000
4853.0,0.3404,11.1392,0.0000
4854.0,0.3405,11.1362,0.0000
4855.0,0.3406,11.1332,0.0000
4856.0,0.3407,11.1302,0.0000
4857.0,0.3408,11.1272,0.0000
4858.0,0.3409,11.1242,0.0000
4859.0,0.3410,11.1212,0.0000
4860.0,0.3411,11.1182,0.0000
4861.0,0.3412,11.1152,0.0000
4862.0,0.3413,11.1123,0.0000
4863.0,0.3414,11.1093,0.0000
4864.0,0.3415,11.1063,0.0000
4865.0,0.3416,11.1033,0.0000
