Time (s),Biomass (g/mL),Lactic Acid (g/mL),Lactose (g/mL)
9383.0,1.1981,3.7499,0.0000
9384.0,1.1985,3.7492,0.0000
9385.0,1.1988,3.7485,0.0000
9386.0,1.1991,3.7479,0.0000
9387.0,1.1995,3.7472,0.0000
9388.0,1.1998,3.7465,0.0000
9389.0,1.2001,3.7458,0.0000
9390.0,1.2005,3.7451,0.0000
9391.0,1.2008,3.7444,0.0000
9392.0,1.2011,3.7437,0.0000
9393.0,1.2015,3.7431,0.0000
9394.0,1.2018,3.7424,0.0000
9395.0,1.2021,3.7417,0.0000
9396.0,1.2025,3.7410,0.0000
9397.0,1.2028,3.7403,0.0000
9398.0,1.2031,3.7396,0.0000
9399.0,1.2035,3.7390,0.0000
9400.0,1.2038,3.7383,0.0000
9401.0,1.2041,3.7376,0.0000
9402.0,1.2045,3.7369,0.0000
9403.0,1.2048,3.7362,0.0000
9404.0,1.2051,3.7355,0.0000
9405.0,1.2055,3.7349,0.0000
9406.0,1.2058,3.7342,0.0000
9407.0,1.2061,3.7335,0.0000
9408.0,1.2065,3.7328,0.0000
9409.0,1.2068,3.7321,0.0000
9410.0,1.2071,3.7315,0.0000
9411.0,1.2075,3.7308,0.0000
9412.0,1.2078,3.7301,0.0000
9413.0,1.2082,3.7294,0.0000
9414.0,1.2085,3.7287,0.0000
9415.0,1.2088,3.7281,0.0000
9416.0,1.2092,3.7274,0.0000
9417.0,1.2095,3.7267,0.0000
9418.0,1.2098,3.7260,0.0000
9419.0,1.2102,3.7254,0.0000
9420.0,1.2105,3.7247,0.0000
9421.0,1.2108,3.7240,0.0000
9422.0,1.2112,3.7233,0.0000
9423.0,1.2115,3.7226,0.0000
9424.0,1.2119,3.7220,0.0000
9425.0,1.2122,3.7213,0.0000
9426.0,1.2125,3.7206,0.0000
9427.0,1.2129,3.7199,0.0000
9428.0,1.2132,3.7193,0.0000
9429.0,1.2135,3.7186,0.0000
9430.0,1.2139,3.7179,0.0000
9431.0,1.2142,3.7172,0.0000
9432.0,1.2145,3.7166,0.0000
9433.0,1.2149,3.7159,0.0000
9434.0,1.2152,3.7152,0.0000
9435.0,1.2156,3.7145,0.0000
9436.0,1.2159,3.7139,0.0000
9437.0,1.2162,3.7132,0.0000
9438.0,1.2166,3.7125,0.0000
9439.0,1.2169,3.7119,0.0000
9440.0,1.2173,3.7112,0.0000
9441.0,1.2176,3.7105,0.0000
9442.0,1.2179,3.7098,0.0000
9443.0,1.2183,3.7092,0.0000
9444.0,1.2186,3.7085,0.0000
9445.0,1.2189,3.7078,0.0000
9446.0,1.2193,3.7072,0.0000
9447.0,1.2196,3.7065,0.0000
9448.0,1.2200,3.7058,0.0000
9449.0,1.2203,3.7052,0.0000
9450.0,1.2206,3.7045,0.0000
9451.0,1.2210,3.7038,0.0000
9452.0,1.2213,3.7032,0.0000
9453.0,1.2217,3.7025,0.0000
9454.0,1.2220,3.7018,0.0000
9455.0,1.2223,3.7011,0.0000
9456.0,1.2227,3.7005,0.0000
9457.0,1.2230,3.6998,0.0000
9458.0,1.2234,3.6991,0.0000
9459.0,1.2237,3.6985,0.0000
9460.0,1.2240,3.6978,0.0000
9461.0,1.2244,3.6972,0.0000
9462.0,1.2247,3.6965,0.0000
9463.0,1.2251,3.6958,0.0000
9464.0,1.2254,3.6952,0.0000
9465.0,1.2257,3.6945,0.0000
9466.0,1.2261,3.6938,0.0000
9467.0,1.2264,3.6932,0.0000
9468.0,1.2268,3.6925,0.0000
9469.0,1.2271,3.6918,0.0000
9470.0,1.2274,3.6912,0.0000
9471.0,1.2278,3.6905,0.0000
9472.0,1.2281,3.6899,0.0000
9473.0,1.2285,3.6892,0.0000
9474.0,1.2288,3.6885,0.0000
9475.0,1.2291,3.6879,0.0000
9476.0,1.2295,3.6872,0.0000
9477.0,1.2298,3.6865,0.0000
9478.0,1.2302,3.6859,0.0000
9479.0,1.2305,3.6852,0.0000
9480.0,1.2309,3.6846,0.0000
9481.0,1.2312,3.6839,0.0000
9482.0,1.2315,3.6832,0.0000
9483.0,1.2319,3.6826,0.0000
9484.0,1.2322,3.6819,0.0000
9485.0,1.2326,3.6813,0.0000
9486.0,1.2329,3.6806,0.0000
9487.0,1.2332,3.6799,0.0000
9488.0,1.2336,3.6793,0.0000
9489.0,1.2339,3.6786,0.0000
9490.0,1.2343,3.6780,0.0000
9491.0,1.2346,3.6773,0.0000
9492.0,1.2350,3.6767,0.0000
9493.0,1.2353,3.6760,0.0000
9494.0,1.2356,3.6753,0.0000
9495.0,1.2360,3.6747,0.0000
9496.0,1.2363,3.6740,0.0000
9497.0,1.2367,3.6734,0.0000
9498.0,1.2370,3.6727,0.0000
9499.0,1.2374,3.6721,0.0000
9500.0,1.2377,3.6714,0.0000
9501.0,1.2381,3.6708,0.0000
9502.0,1.2384,3.6701,0.0000
9503.0,1.2387,3.6695,0.0000
9504.0,1.2391,3.6688,0.0000
9505.0,1.2394,3.6682,0.0000
9506.0,1.2398,3.6675,0.0000
9507.0,1.2401,3.6668,0.0000
9508.0,1.2405,3.6662,0.0000
9509.0,1.2408,3.6655,0.0000
9510.0,1.2411,3.6649,0.0000
9511.0,1.2415,3.6642,0.0000
9512.0,1.2418,3.6636,0.0000
9513.0,1.2422,3.6629,0.0000
9514.0,1.2425,3.6623,0.0000
9515.0,1.2429,3.6616,0.0000
9516.0,1.2432,3.6610,0.0000
9517.0,1.2436,3.6603,0.0000
9518.0,1.2439,3.6597,0.0000
9519.0,1.2443,3.6590,0.0000
9520.0,1.2446,3.6584,0.0000
9521.0,1.2449,3.6577,0.0000
9522.0,1.2453,3.6571,0.0000
9523.0,1.2456,3.6564,0.0000
9524.0,1.2460,3.6558,0.0000
9525.0,1.2463,3.6552,0.0000
9526.0,1.2467,3.6545,0.0000
9527.0,1.2470,3.6539,0.0000
9528.0,1.2474,3.6532,0.0000
9529.0,1.2477,3.6526,0.0000
9530.0,1.2481,3.6519,0.0000
9531.0,1.2484,3.6513,0.0000
9532.0,1.2488,3.6506,0.0000
9533.0,1.2491,3.6500,0.0000
9534.0,1.2495,3.6493,0.0000
9535.0,1.2498,3.6487,0.0000
9536.0,1.2501,3.6480,0.0000
9537.0,1.2505,3.6474,0.0000
9538.0,1.2508,3.6468,0.0000
9539.0,1.2512,3.6461,0.0000
9540.0,1.2515,3.6455,0.0000
9541.0,1.2519,3.6448,0.0000
9542.0,1.2522,3.6442,0.0000
9543.0,1.2526,3.6435,0.0000
9544.0,1.2529,3.6429,0.0000
9545.0,1.2533,3.6423,0.0000
9546.0,1.2536,3.6416,0.0000
9547.0,1.2540,3.6410,0.0000
9548.0,1.2543,3.6403,0.0000
9549.0,1.2547,3.6397,0.0000
9550.0,1.2550,3.6391,0.0000
9551.0,1.2554,3.6384,0.0000
9552.0,1.2557,3.6378,0.0000
9553.0,1.2561,3.6371,0.0000
9554.0,1.2564,3.6365,0.0000
9555.0,1.2568,3.6359,0.0000
9556.0,1.2571,3.6352,0.0000
9557.0,1.2575,3.6346,0.0000
9558.0,1.2578,3.6339,0.0000
9559.0,1.2582,3.6333,0.0000
9560.0,1.2585,3.6327,0.0000
9561.0,1.2589,3.6320,0.0000
9562.0,1.2592,3.6314,0.0000
9563.0,1.2596,3.6308,0.0000
9564.0,1.2599,3.6301,0.0000
9565.0,1.2603,3.6295,0.0000
9566.0,1.2606,3.6289,0.0000
9567.0,1.2610,3.6282,0.0000
9568.0,1.2613,3.6276,0.0000
9569.0,1.2617,3.6269,0.0000
9570.0,1.2620,3.6263,0.0000
9571.0,1.2624,3.6257,0.0000
9572.0,1.2627,3.6250,0.0000
9573.0,1.2631,3.6244,0.0000
9574.0,1.2634,3.6238,0.0000
9575.0,1.2638,3.6231,0.0000
9576.0,1.2641,3.6225,0.0000
9577.0,1.2645,3.6219,0.0000
9578.0,1.2648,3.6212,0.0000
9579.0,1.2652,3.6206,0.0000
9580.0,1.2655,3.6200,0.0000
9581.0,1.2659,3.6193,0.0000
9582.0,1.2662,3.6187,0.0000
9583.0,1.2666,3.6181,0.0000
9584.0,1.2669,3.6175,0.0000
9585.0,1.2673,3.6168,0.0000
9586.0,1.2676,3.6162,0.0000
9587.0,1.2680,3.6156,0.0000
9588.0,1.2683,3.6149,0.0000
9589.0,1.2687,3.6143,0.0000
9590.0,1.2690,3.6137,0.0000
9591.0,1.2694,3.6130,0.0000
9592.0,1.2697,3.6124,0.0000
9593.0,1.2701,3.6118,0.0000
9594.0,1.2704,3.6112,0.0000
9595.0,1.2708,3.6105,0.0000
9596.0,1.2712,3.6099,0.0000
9597.0,1.2715,3.6093,0.0000
9598.0,1.2719,3.6087,0.0000
9599.0,1.2722,3.6080,0.0000
9600.0,1.2726,3.6074,0.0000
9601.0,1.2729,3.6068,0.0000
9602.0,1.2733,3.6061,0.0000
9603.0,1.2736,3.6055,0.0000
9604.0,1.2740,3.6049,0.0000
9605.0,1.2743,3.6043,0.0000
9606.0,1.2747,3.6036,0.0000
9607.0,1.2750,3.6030,0.0000
9608.0,1.2754,3.6024,0.0000
9609.0,1.2758,3.6018,0.0000
9610.0,1.2761,3.6012,0.0000
9611.0,1.2765,3.6005,0.0000
9612.0,1.2768,3.5999,0.0000
9613.0,1.2772,3.5993,0.0000
9614.0,1.2775,3.5987,0.0000
9615.0,1.2779,3.5980,0.0000
9616.0,1.2782,3.5974,0.0000
9617.0,1.2786,3.5968,0.0000
9618.0,1.2789,3.5962,0.0000
9619.0,1.2793,3.5956,0.0000
9620.0,1.2797,3.5949,0.0000
9621.0,1.2800,3.5943,0.0000
9622.0,1.2804,3.5937,0.0000
9623.0,1.2807,3.5931,0.0000
9624.0,1.2811,3.5924,0.0000
9625.0,1.2814,3.5918,0.0000
9626.0,1.2818,3.5912,0.0000
9627.0,1.2821,3.5906,0.0000
9628.0,1.2825,3.5900,0.0000
9629.0,1.2829,3.5894,0.0000
9630.0,1.2832,3.5887,0.0000
9631.0,1.2836,3.5881,0.0000
9632.0,1.2839,3.5875,0.0000
9633.0,1.2843,3.5869,0.0000
9634.0,1.2846,3.5863,0.0000
9635.0,1.2850,3.5857,0.0000
9636.0,1.2854,3.5850,0.0000
9637.0,1.2857,3.5844,0.0000
9638.0,1.2861,3.5838,0.0000
9639.0,1.2864,3.5832,0.0000
9640.0,1.2868,3.5826,0.0000
9641.0,1.2871,3.5820,0.0000
9642.0,1.2875,3.5813,0.0000
9643.0,1.2879,3.5807,0.0000
9644.0,1.2882,3.5801,0.0000
9645.0,1.2886,3.5795,0.0000
9646.0,1.2889,3.5789,0.0000
9647.0,1.2893,3.5783,0.0000
9648.0,1.2896,3.5777,0.0000
9649.0,1.2900,3.5770,0.0000
9650.0,1.2904,3.5764,0.0000
9651.0,1.2907,3.5758,0.0000
9652.0,1.2911,3.5752,0.0000
9653.0,1.2914,3.5746,0.0000
9654.0,1.2918,3.5740,0.0000
9655.0,1.2922,3.5734,0.0000
9656.0,1.2925,3.5728,0.0000
9657.0,1.2929,3.5722,0.0000
9658.0,1.2932,3.5715,0.0000
9659.0,1.2936,3.5709,0.0000
9660.0,1.2940,3.5703,0.0000
9661.0,1.2943,3.5697,0.0000
9662.0,1.2947,3.5691,0.0000
9663.0,1.2950,3.5685,0.0000
9664.0,1.2954,3.5679,0.0000
9665.0,1.2958,3.5673,0.0000
9666.0,1.2961,3.5667,0.0000
9667.0,1.2965,3.5661,0.0000
9668.0,1.2968,3.5655,0.0000
9669.0,1.2972,3.5649,0.0000
9670.0,1.2976,3.5642,0.0000
9671.0,1.2979,3.5636,0.0000
9672.0,1.2983,3.5630,0.0000
9673.0,1.2986,3.5624,0.0000
9674.0,1.2990,3.5618,0.0000
9675.0,1.2994,3.5612,0.0000
9676.0,1.2997,3.5606,0.0000
9677.0,1.3001,3.5600,0.0000
9678.0,1.3004,3.5594,0.0000
9679.0,1.3008,3.5588,0.0000
9680.0,1.3012,3.5582,0.0000
9681.0,1.3015,3.5576,0.0000
9682.0,1.3019,3.5570,0.0000
9683.0,1.3022,3.5564,0.0000
9684.0,1.3026,3.5558,0.0000
9685.0,1.3030,3.5552,0.0000
9686.0,1.3033,3.5546,0.0000
9687.0,1.3037,3.5540,0.0000
9688.0,1.3041,3.5534,0.0000
9689.0,1.3044,3.5528,0.0000
9690.0,1.3048,3.5522,0.0000
9691.0,1.3051,3.5516,0.0000
9692.0,1.3055,3.5510,0.0000
9693.0,1.3059,3.5504,0.0000
9694.0,1.3062,3.5498,0.0000
9695.0,1.3066,3.5492,0.0000
9696.0,1.3070,3.5486,0.0000
9697.0,1.3073,3.5480,0.0000
9698.0,1.3077,3.5474,0.0000
9699.0,1.3080,3.5468,0.0000
9700.0,1.3084,3.5462,0.0000
9701.0,1.3088,3.5456,0.0000
9702.0,1.3091,3.5450,0.0000
9703.0,1.3095,3.5444,0.0000
9704.0,1.3099,3.5438,0.0000
9705.0,1.3102,3.5432,0.0000
9706.0,1.3106,3.5426,0.0000
9707.0,1.3110,3.5420,0.0000
9708.0,1.3113,3.5414,0.0000
9709.0,1.3117,3.5408,0.0000
9710.0,1.3120,3.5402,0.0000
9711.0,1.3124,3.5396,0.0000
9712.0,1.3128,3.5390,0.0000
9713.0,1.3131,3.5384,0.0000
9714.0,1.3135,3.5378,0.0000
9715.0,1.3139,3.5372,0.0000
9716.0,1.3142,3.5366,0.0000
9717.0,1.3146,3.5360,0.0000
9718.0,1.3150,3.5354,0.0000
9719.0,1.3153,3.5348,0.0000
9720.0,1.3157,3.5342,0.0000
9721.0,1.3161,3.5337,0.0000
9722.0,1.3164,3.5331,0.0000
9723.0,1.3168,3.5325,0.0000
9724.0,1.3172,3.5319,0.0000
9725.0,1.3175,3.5313,0.0000
9726.0,1.3179,3.5307,0.0000
9727.0,1.3183,3.5301,0.0000
9728.0,1.3186,3.5295,0.0000
9729.0,1.3190,3.5289,0.0000
9730.0,1.3194,3.5283,0.0000
9731.0,1.3197,3.5277,0.0000
9732.0,1.3201,3.5271,0.0000
9733.0,1.3205,3.5266,0.0000
9734.0,1.3208,3.5260,0.0000
9735.0,1.3212,3.5254,0.0000
9736.0,1.3216,3.5248,0.0000
9737.0,1.3219,3.5242,0.0000
9738.0,1.3223,3.5236,0.0000
9739.0,1.3227,3.5230,0.0000
9740.0,1.3230,3.5224,0.0000
9741.0,1.3234,3.5219,0.0000
9742.0,1.3238,3.5213,0.0000
9743.0,1.3241,3.5207,0.0000
9744.0,1.3245,3.5201,0.0000
9745.0,1.3249,3.5195,0.0000
9746.0,1.3252,3.5189,0.0000
9747.0,1.3256,3.5183,0.0000
9748.0,1.3260,3.5177,0.0000
9749.0,1.3263,3.5172,0.0000
9750.0,1.3267,3.5166,0.0000
9751.0,1.3271,3.5160,0.0000
9752.0,1.3274,3.5154,0.0000
9753.0,1.3278,3.5148,0.0000
9754.0,1.3282,3.5142,0.0000
9755.0,1.3286,3.5137,0.0000
9756.0,1.3289,3.5131,0.0000
9757.0,1.3293,3.5125,0.0000
9758.0,1.3297,3.5119,0.0000
9759.0,1.3300,3.5113,0.0000
9760.0,1.3304,3.5107,0.0000
9761.0,1.3308,3.5102,0.0000
9762.0,1.3311,3.5096,0.0000
9763.0,1.3315,3.5090,0.0000
9764.0,1.3319,3.5084,0.0000
9765.0,1.3322,3.5078,0.0000
9766.0,1.3326,3.5072,0.0000
9767.0,1.3330,3.5067,0.0000
9768.0,1.3334,3.5061,0.0000
9769.0,1.3337,3.5055,0.0000
9770.0,1.3341,3.5049,0.0000
9771.0,1.3345,3.5043,0.0000
9772.0,1.3348,3.5038,0.0000
9773.0,1.3352,3.5032,0.0000
9774.0,1.3356,3.5026,0.0000
9775.0,1.3360,3.5020,0.0000
9776.0,1.3363,3.5015,0.0000
9777.0,1.3367,3.5009,0.0000
9778.0,1.3371,3.5003,0.0000
9779.0,1.3374,3.4997,0.0000
9780.0,1.3378,3.4991,0.0000
9781.0,1.3382,3.4986,0.0000
9782.0,1.3386,3.4980,0.0000
9783.0,1.3389,3.4974,0.0000
9784.0,1.3393,3.4968,0.0000
9785.0,1.3397,3.4963,0.0000
9786.0,1.3400,3.4957,0.0000
9787.0,1.3404,3.4951,0.0000
9788.0,1.3408,3.4945,0.0000
9789.0,1.3412,3.4940,0.0000
9790.0,1.3415,3.4934,0.0000
9791.0,1.3419,3.4928,0.0000
9792.0,1.3423,3.4922,0.0000
9793.0,1.3426,3.4917,0.0000
9794.0,1.3430,3.4911,0.0000
9795.0,1.3434,3.4905,0.0000
9796.0,1.3438,3.4900,0.0000
9797.0,1.3441,3.4894,0.0000
9798.0,1.3445,3.4888,0.0000
9799.0,1.3449,3.4882,0.0000
9800.0,1.3453,3.4877,0.0000
9801.0,1.3456,3.4871,0.0000
9802.0,1.3460,3.4865,0.0000
9803.0,1.3464,3.4860,0.0000
9804.0,1.3468,3.4854,0.0000
9805.0,1.3471,3.4848,0.0000
9806.0,1.3475,3.4842,0.0000
9807.0,1.3479,3.4837,0.0000
9808.0,1.3483,3.4831,0.0000
9809.0,1.3486,3.4825,0.0000
9810.0,1.3490,3.4820,0.0000
9811.0,1.3494,3.4814,0.0000
9812.0,1.3498,3.4808,0.0000
9813.0,1.3501,3.4803,0.0000
9814.0,1.3505,3.4797,0.0000
9815.0,1.3509,3.4791,0.0000
9816.0,1.3513,3.4786,0.0000
9817.0,1.3516,3.4780,0.0000
9818.0,1.3520,3.4774,0.0000
9819.0,1.3524,3.4769,0.0000
9820.0,1.3528,3.4763,0.0000
9821.0,1.3531,3.4757,0.0000
9822.0,1.3535,3.4752,0.0000
9823.0,1.3539,3.4746,0.0000
9824.0,1.3543,3.4740,0.0000
9825.0,1.3546,3.4735,0.0000
9826.0,1.3550,3.4729,0.0000
9827.0,1.3554,3.4723,0.0000
9828.0,1.3558,3.4718,0.0000
9829.0,1.3561,3.4712,0.0000
9830.0,1.3565,3.4706,0.0000
9831.0,1.3569,3.4701,0.0000
9832.0,1.3573,3.4695,0.0000
9833.0,1.3577,3.4690,0.0000
9834.0,1.3580,3.4684,0.0000
9835.0,1.3584,3.4678,0.0000
9836.0,1.3588,3.4673,0.0000
9837.0,1.3592,3.4667,0.0000
9838.0,1.3595,3.4661,0.0000
9839.0,1.3599,3.4656,0.0000
9840.0,1.3603,3.4650,0.0000
9841.0,1.3607,3.4645,0.0000
9842.0,1.3610,3.4639,0.0000
9843.0,1.3614,3.4633,0.0000
9844.0,1.3618,3.4628,0.0000
9845.0,1.3622,3.4622,0.0000
9846.0,1.3626,3.4617,0.0000
9847.0,1.3629,3.4611,0.0000
9848.0,1.3633,3.4605,0.0000
9849.0,1.3637,3.4600,0.0000
9850.0,1.3641,3.4594,0.0000
9851.0,1.3645,3.4589,0.0000
9852.0,1.3648,3.4583,0.0000
9853.0,1.3652,3.4578,0.0000
9854.0,1.3656,3.4572,0.0000
9855.0,1.3660,3.4566,0.0000
9856.0,1.3664,3.4561,0.0000
9857.0,1.3667,3.4555,0.0000
9858.0,1.3671,3.4550,0.0000
9859.0,1.3675,3.4544,0.0000
9860.0,1.3679,3.4539,0.0000
9861.0,1.3683,3.4533,0.0000
9862.0,1.3686,3.4528,0.0000
9863.0,1.3690,3.4522,0.0000
9864.0,1.3694,3.4516,0.0000
9865.0,1.3698,3.4511,0.0000
9866.0,1.3702,3.4505,0.0000
9867.0,1.3705,3.4500,0.0000
9868.0,1.3709,3.4494,0.0000
9869.0,1.3713,3.4489,0.0000
9870.0,1.3717,3.4483,0.0000
9871.0,1.3721,3.4478,0.0000
9872.0,1.3724,3.4472,0.0000
9873.0,1.3728,3.4467,0.0000
9874.0,1.3732,3.4461,0.0000
9875.0,1.3736,3.4456,0.0000
9876.0,1.3740,3.4450,0.0000
9877.0,1.3743,3.4445,0.0000
9878.0,1.3747,3.4439,0.0000
9879.0,1.3751,3.4434,0.0000
9880.0,1.3755,3.4428,0.0000
9881.0,1.3759,3.4423,0.0000
9882.0,1.3763,3.4417,0.0000
9883.0,1.3766,3.4412,0.0000
9884.0,1.3770,3.4406,0.0000
9885.0,1.3774,3.4401,0.0000
9886.0,1.3778,3.4395,0.0000
9887.0,1.3782,3.4390,0.0000
9888.0,1.3786,3.4384,0.0000
9889.0,1.3789,3.4379,0.0000
9890.0,1.3793,3.4373,0.0000
9891.0,1.3797,3.4368,0.0000
9892.0,1.3801,3.4362,0.0000
9893.0,1.3805,3.4357,0.0000
9894.0,1.3808,3.4351,0.0000
9895.0,1.3812,3.4346,0.0000
9896.0,1.3816,3.4340,0.0000
9897.0,1.3820,3.4335,0.0000
9898.0,1.3824,3.4329,0.0000
9899.0,1.3828,3.4324,0.0000
9900.0,1.3832,3.4319,0.0000
9901.0,1.3835,3.4313,0.0000
9902.0,1.3839,3.4308,0.0000
9903.0,1.3843,3.4302,0.0000
9904.0,1.3847,3.4297,0.0000
9905.0,1.3851,3.4291,0.0000
9906.0,1.3855,3.4286,0.0000
9907.0,1.3858,3.4281,0.0000
9908.0,1.3862,3.4275,0.0000
9909.0,1.3866,3.4270,0.0000
9910.0,1.3870,3.4264,0.0000
9911.0,1.3874,3.4259,0.0000
9912.0,1.3878,3.4253,0.0000
9913.0,1.3882,3.4248,0.0000
9914.0,1.3885,3.4243,0.0000
9915.0,1.3889,3.4237,0.0000
9916.0,1.3893,3.4232,0.0000
9917.0,1.3897,3.4226,0.0000
9918.0,1.3901,3.4221,0.0000
9919.0,1.3905,3.4216,0.0000
9920.0,1.3909,3.4210,0.0000
9921.0,1.3912,3.4205,0.0000
9922.0,1.3916,3.4199,0.0000
9923.0,1.3920,3.4194,0.0000
9924.0,1.3924,3.4189,0.0000
9925.0,1.3928,3.4183,0.0000
9926.0,1.3932,3.4178,0.0000
9927.0,1.3936,3.4172,0.0000
9928.0,1.3940,3.4167,0.0000
9929.0,1.3943,3.4162,0.0000
9930.0,1.3947,3.4156,0.0000
9931.0,1.3951,3.4151,0.0000
9932.0,1.3955,3.4146,0.0000
9933.0,1.3959,3.4140,0.0000
9934.0,1.3963,3.4135,0.0000
9935.0,1.3967,3.4130,0.0000
9936.0,1.3971,3.4124,0.0000
9937.0,1.3974,3.4119,0.0000
9938.0,1.3978,3.4113,0.0000
9939.0,1.3982,3.4108,0.0000
9940.0,1.3986,3.4103,0.0000
9941.0,1.3990,3.4097,0.0000
9942.0,1.3994,3.4092,0.0000
9943.0,1.3998,3.4087,0.0000
9944.0,1.4002,3.4081,0.0000
9945.0,1.4005,3.4076,0.0000
9946.0,1.4009,3.4071,0.0000
9947.0,1.4013,3.4065,0.0000
9948.0,1.4017,3.4060,0.0000
9949.0,1.4021,3.4055,0.0000
9950.0,1.4025,3.4050,0.0000
9951.0,1.4029,3.4044,0.0000
9952.0,1.4033,3.4039,0.0000
9953.0,1.4037,3.4034,0.0000
9954.0,1.4041,3.4028,0.0000
9955.0,1.4044,3.4023,0.0000
9956.0,1.4048,3.4018,0.0000
9957.0,1.4052,3.4012,0.0000
9958.0,1.4056,3.4007,0.0000
9959.0,1.4060,3.4002,0.0000
9960.0,1.4064,3.3996,0.0000
9961.0,1.4068,3.3991,0.0000
9962.0,1.4072,3.3986,0.0000
9963.0,1.4076,3.3981,0.0000
9964.0,1.4080,3.3975,0.0000
9965.0,1.4084,3.3970,0.0000
9966.0,1.4087,3.3965,0.0000
9967.0,1.4091,3.3960,0.0000
9968.0,1.4095,3.3954,0.0000
9969.0,1.4099,3.3949,0.0000
9970.0,1.4103,3.3944,0.0000
9971.0,1.4107,3.3938,0.0000
9972.0,1.4111,3.3933,0.0000
9973.0,1.4115,3.3928,0.0000
9974.0,1.4119,3.3923,0.0000
9975.0,1.4123,3.3917,0.0000
9976.0,1.4127,3.3912,0.0000
9977.0,1.4131,3.3907,0.0000
9978.0,1.4134,3.3902,0.0000
9979.0,1.4138,3.3896,0.0000
9980.0,1.4142,3.3891,0.0000
9981.0,1.4146,3.3886,0.0000
9982.0,1.4150,3.3881,0.0000
9983.0,1.4154,3.3876,0.0000
9984.0,1.4158,3.3870,0.0000
9985.0,1.4162,3.3865,0.0000
9986.0,1.4166,3.3860,0.0000
9987.0,1.4170,3.3855,0.0000
9988.0,1.4174,3.3849,0.0000
9989.0,1.4178,3.3844,0.0000
9990.0,1.4182,3.3839,0.0000
9991.0,1.4186,3.3834,0.0000
9992.0,1.4190,3.3829,0.0000
9993.0,1.4193,3.3823,0.0000
9994.0,1.4197,3.3818,0.0000
9995.0,1.4201,3.3813,0.0000
9996.0,1.4205,3.3808,0.0000
9997.0,1.4209,3.3803,0.0000
9998.0,1.4213,3.3797,0.0000
9999.0,1.4217,3.3792,0.0000
10000.0,1.4221,3.3787,0.0000
10001.0,1.4225,3.3782,0.0000
10002.0,1.4229,3.3777,0.0000
10003.0,1.4233,3.3771,0.0000
10004.0,1.4237,3.3766,0.0000
10005.0,1.4241,3.3761,0.0000
10006.0,1.4245,3.3756,0.0000
10007.0,1.4249,3.3751,0.0000
10008.0,1.4253,3.3746,0.0000
10009.0,1.4257,3.3740,0.0000
10010.0,1.4261,3.3735,0.0000
10011.0,1.4265,3.3730,0.0000
10012.0,1.4269,3.3725,0.0000
10013.0,1.4273,3.3720,0.0000
10014.0,1.4277,3.3715,0.0000
10015.0,1.4280,3.3710,0.0000
10016.0,1.4284,3.3704,0.0000
10017.0,1.4288,3.3699,0.0000
10018.0,1.4292,3.3694,0.0000
10019.0,1.4296,3.3689,0.0000
10020.0,1.4300,3.3684,0.0000
10021.0,1.4304,3.3679,0.0000
10022.0,1.4308,3.3674,0.0000
10023.0,1.4312,3.3668,0.0000
10024.0,1.4316,3.3663,0.0000
10025.0,1.4320,3.3658,0.0000
10026.0,1.4324,3.3653,0.0000
10027.0,1.4328,3.3648,0.0000
10028.0,1.4332,3.3643,0.0000
10029.0,1.4336,3.3638,0.0000
10030.0,1.4340,3.3633,0.0000
10031.0,1.4344,3.3628,0.0000
10032.0,1.4348,3.3622,0.0000
10033.0,1.4352,3.3617,0.0000
10034.0,1.4356,3.3612,0.0000
10035.0,1.4360,3.3607,0.0000
10036.0,1.4364,3.3602,0.0000
10037.0,1.4368,3.3597,0.0000
10038.0,1.4372,3.3592,0.0000
10039.0,1.4376,3.3587,0.0000
10040.0,1.4380,3.3582,0.0000
10041.0,1.4384,3.3577,0.0000
10042.0,1.4388,3.3572,0.0000
10043.0,1.4392,3.3566,0.0000
10044.0,1.4396,3.3561,0.0000
10045.0,1.4400,3.3556,0.0000
10046.0,1.4404,3.3551,0.0000
10047.0,1.4408,3.3546,0.0000
10048.0,1.4412,3.3541,0.0000
10049.0,1.4416,3.3536,0.0000
10050.0,1.4420,3.3531,0.0000
10051.0,1.4424,3.3526,0.0000
10052.0,1.4428,3.3521,0.0000
10053.0,1.4432,3.3516,0.0000
10054.0,1.4436,3.3511,0.0000
10055.0,1.4440,3.3506,0.0000
10056.0,1.4444,3.3501,0.0000
10057.0,1.4448,3.3496,0.0000
10058.0,1.4452,3.3491,0.0000
10059.0,1.4456,3.3486,0.0000
10060.0,1.4460,3.3481,0.0000
10061.0,1.4464,3.3476,0.0000
10062.0,1.4468,3.3471,0.0000
10063.0,1.4472,3.3466,0.0000
10064.0,1.4476,3.3461,0.0000
10065.0,1.4480,3.3455,0.0000
10066.0,1.4484,3.3450,0.0000
10067.0,1.4488,3.3445,0.0000
10068.0,1.4492,3.3440,0.0000
10069.0,1.4496,3.3435,0.0000
10070.0,1.4500,3.3430,0.0000
10071.0,1.4504,3.3425,0.0000
10072.0,1.4508,3.3420,0.0000
10073.0,1.4512,3.3415,0.0000
10074.0,1.4516,3.3410,0.0000
10075.0,1.4520,3.3405,0.0000
10076.0,1.4524,3.3400,0.0000
10077.0,1.4529,3.3395,0.0000
10078.0,1.4533,3.3391,0.0000
10079.0,1.4537,3.3386,0.0000
10080.0,1.4541,3.3381,0.0000
